bottleneck_id,cpu_name,gpu_name,balance,wqhd,four_k,game_appropriate,game_delivery,video_editing,encode,created_at,updated_at
434,Core i5 8600K,GTX 1050,2,0,1,8,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
435,Core i5 8600,RTX 2080 Ti,1,0,3,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
436,Core i5 8600,RTX 2080,1,0,3,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
437,Core i5 8600,RTX 2070,1,0,2,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
438,Core i5 8600,RTX 2060,3,0,2,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
439,Core i5 8600,GTX 1080 Ti,1,0,3,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
440,Core i5 8600,GTX 1080 ,1,0,2,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
441,Core i5 8600,GTX 1070 Ti,2,0,2,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
442,Core i5 8600,GTX 1070,3,0,1,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
443,Core i5 8600,GTX 1060 6GB,3,0,1,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
444,Core i5 8600,GTX 1060 3GB,3,0,1,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
445,Core i5 8600,GTX 1050 Ti,3,0,1,8,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
446,Core i5 8600,GTX 1050,2,0,1,8,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
447,Core i5 8500,RTX 2080 Ti,1,0,2,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
448,Core i5 8500,RTX 2080,1,0,2,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
449,Core i5 8500,RTX 2070,1,0,2,7,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
450,Core i5 8500,RTX 2060,3,0,2,7,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
451,Core i5 8500,GTX 1080 Ti,1,0,2,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
452,Core i5 8500,GTX 1080 ,1,0,2,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
453,Core i5 8500,GTX 1070 Ti,2,0,2,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
454,Core i5 8500,GTX 1070,3,0,1,7,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
455,Core i5 8500,GTX 1060 6GB,3,0,1,7,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
456,Core i5 8500,GTX 1060 3GB,3,0,1,7,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
457,Core i5 8500,GTX 1050 Ti,3,0,1,8,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
458,Core i5 8500,GTX 1050,3,0,1,8,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
459,Core i5 8400,RTX 2080 Ti,1,0,2,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
460,Core i5 8400,RTX 2080,1,0,2,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
461,Core i5 8400,RTX 2070,1,0,2,7,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
462,Core i5 8400,RTX 2060,3,0,2,7,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
463,Core i5 8400,GTX 1080 Ti,1,0,2,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
464,Core i5 8400,GTX 1080 ,1,0,2,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
465,Core i5 8400,GTX 1070 Ti,2,0,2,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
466,Core i5 8400,GTX 1070,3,0,1,7,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
467,Core i5 8400,GTX 1060 6GB,3,0,1,7,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
468,Core i5 8400,GTX 1060 3GB,3,0,1,7,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
469,Core i5 8400,GTX 1050 Ti,3,0,1,8,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
470,Core i5 8400,GTX 1050,3,0,1,8,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
471,Core i5 8400,GTX 980 Ti,3,0,0,8,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
472,Core i5 8400,GTX 980,4,0,0,8,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
473,Core i5 8400,GTX 970,3,0,0,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
474,Core i5 8400,GTX 960,3,0,0,9,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
475,Core i5 8400,GTX 950,1,0,0,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
476,Core i5 8400,GTX 750 Ti,1,0,0,12,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
477,Core i5 8400,GTX 750,1,0,0,12,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
478,Core i5 7400,GTX 750,3,0,0,15,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
479,Core i5 7400,GTX 750 Ti,3,0,0,13,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
480,Core i5 7400,GTX 950,3,0,0,12,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
481,Core i5 7400,GTX 1050,3,0,0,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
482,Core i5 7400,GTX 1050 Ti,3,0,0,12,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
483,Core i5 7400,GTX 960,3,0,0,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
484,Core i5 7400,GTX 970,2,0,0,10,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
485,Core i5 7400,GTX 1060 3GB,2,0,0,10,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
486,Core i5 7400,GTX 1060 6GB,2,0,0,9,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
487,Core i5 7400,GTX 980,1,0,0,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
488,Core i5 7400,GTX 980 Ti,1,0,0,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
489,Core i5 7400,GTX 1070,1,0,0,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
490,Core i5 7400,GTX 1080 ,1,0,0,7,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
491,Core i5 7400,GTX 1080 Ti,1,0,0,7,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
492,Core i5 7500,GTX 750,3,0,0,14,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
493,Core i5 7500,GTX 750 Ti,3,0,0,14,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
494,Core i5 7500,GTX 950,3,0,0,12,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
495,Core i5 7500,GTX 1050,3,0,0,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
496,Core i5 7500,GTX 1050 Ti,3,0,0,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
497,Core i5 7500,GTX 960,3,0,0,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
498,Core i5 7500,GTX 970,2,0,0,10,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
499,Core i5 7500,GTX 1060 3GB,2,0,0,10,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
500,Core i5 7500,GTX 1060 6GB,2,0,0,10,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
501,Core i5 7500,GTX 980,1,0,0,9,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
502,Core i5 7500,GTX 980 Ti,1,0,0,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
503,Core i5 7500,GTX 1070,1,0,0,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
504,Core i5 7500,GTX 1080 ,1,0,0,7,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
505,Core i5 7500,GTX 1080 Ti,1,0,0,7,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
506,Core i5 7600K,GTX 750,1,0,0,13,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
507,Core i5 7600K,GTX 750 Ti,2,0,0,12,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
508,Core i5 7600K,GTX 950,3,0,0,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
509,Core i5 7600K,GTX 1050,3,0,0,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
510,Core i5 7600K,GTX 1050 Ti,3,0,0,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
511,Core i5 7600K,GTX 960,3,0,0,11,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
512,Core i5 7600K,GTX 970,3,0,0,10,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
513,Core i5 7600K,GTX 1060 3GB,3,0,0,10,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
514,Core i5 7600K,GTX 1060 6GB,3,0,0,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
515,Core i5 7600K,GTX 980,3,0,0,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
516,Core i5 7600K,GTX 980 Ti,2,0,0,8,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
517,Core i5 7600K,GTX 1070,2,0,0,7,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
518,Core i5 7600K,GTX 1080 ,2,0,0,7,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
519,Core i5 7600K,GTX 1080 Ti,2,0,0,7,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
520,Core i5 7600,GTX 750,3,0,0,13,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
521,Core i5 7600,GTX 750 Ti,3,0,0,13,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
522,Core i5 7600,GTX 950,3,0,0,12,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
523,Core i5 7600,GTX 1050,3,0,0,12,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
524,Core i5 7600,GTX 1050 Ti,3,0,0,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
525,Core i5 7600,GTX 960,3,0,0,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
526,Core i5 7600,GTX 970,3,0,0,10,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
527,Core i5 7600,GTX 1060 3GB,3,0,0,10,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
528,Core i5 7600,GTX 1060 6GB,3,0,0,10,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
529,Core i5 7600,GTX 980,3,0,0,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
530,Core i5 7600,GTX 980 Ti,2,0,0,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
531,Core i5 7600,GTX 1070,2,0,0,8,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
532,Core i5 7600,GTX 1080 ,2,0,0,7,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
533,Core i5 7600,GTX 1080 Ti,2,0,0,7,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
534,Core i7 7700,GTX 750,2,0,0,13,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
535,Core i7 7700,GTX 750 Ti,2,0,0,12,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
536,Core i7 7700,GTX 950,2,0,0,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
537,Core i7 7700,GTX 1050,2,0,0,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
538,Core i7 7700,GTX 1050 Ti,3,0,0,11,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
539,Core i7 7700,GTX 960,3,0,0,11,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
540,Core i7 7700,GTX 970,4,0,0,10,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
541,Core i7 7700,GTX 1060 3GB,4,0,0,9,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
542,Core i7 7700,GTX 1060 6GB,4,0,0,9,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
543,Core i7 7700,GTX 980,3,0,0,9,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
544,Core i7 7700,GTX 980 Ti,3,0,0,8,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
545,Core i7 7700,GTX 1070,3,0,0,7,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
546,Core i7 7700,GTX 1080 ,3,0,0,7,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
547,Core i7 7700,GTX 1080 Ti,3,0,0,7,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
548,Core i7 7700K,GTX 750,2,0,0,14,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
549,Core i7 7700K,GTX 750 Ti,2,0,0,11,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
550,Core i7 7700K,GTX 950,2,0,0,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
551,Core i7 7700K,GTX 1050,2,0,0,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
552,Core i7 7700K,GTX 1050 Ti,2,0,0,10,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
553,Core i7 7700K,GTX 960,2,0,0,10,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
554,Core i7 7700K,GTX 970,3,0,0,9,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
555,Core i7 7700K,GTX 1060 3GB,3,0,0,8,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
556,Core i7 7700K,GTX 1060 6GB,3,0,0,8,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
557,Core i7 7700K,GTX 980,3,0,0,9,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
558,Core i7 7700K,GTX 980 Ti,4,0,0,7,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
559,Core i7 7700K,GTX 1070,4,0,0,7,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
560,Core i7 7700K,GTX 1080 ,4,0,0,7,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
561,Core i7 7700K,GTX 1080 Ti,3,0,0,7,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
562,Core i5 6400,GTX 750,3,0,0,15,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
563,Core i5 6400,GTX 750 Ti,3,0,0,13,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
564,Core i5 6400,GTX 950,3,0,0,12,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
565,Core i5 6400,GTX 1050,3,0,0,12,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
566,Core i5 6400,GTX 1050 Ti,3,0,0,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
567,Core i5 6400,GTX 960,3,0,0,12,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
568,Core i5 6400,GTX 970,2,0,0,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
569,Core i5 6400,GTX 1060 3GB,2,0,0,10,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
570,Core i5 6400,GTX 1060 6GB,2,0,0,10,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
571,Core i5 6400,GTX 980,1,0,0,10,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
572,Core i5 6400,GTX 980 Ti,1,0,0,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
573,Core i5 6400,GTX 1070,1,0,0,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
574,Core i5 6400,GTX 1080 ,1,0,0,8,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
575,Core i5 6500,GTX 750,2,0,0,14,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
576,Core i5 6500,GTX 750 Ti,3,0,0,13,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
577,Core i5 6500,GTX 950,3,0,0,12,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
578,Core i5 6500,GTX 1050,3,0,0,12,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
579,Core i5 6500,GTX 1050 Ti,3,0,0,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
580,Core i5 6500,GTX 960,3,0,0,12,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
581,Core i5 6500,GTX 970,2,0,0,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
582,Core i5 6500,GTX 1060 3GB,2,0,0,10,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
583,Core i5 6500,GTX 1060 6GB,2,0,0,10,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
584,Core i5 6500,GTX 980,2,0,0,10,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
585,Core i5 6500,GTX 980 Ti,2,0,0,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
586,Core i5 6500,GTX 1070,2,0,0,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
587,Core i5 6500,GTX 1080 ,1,0,0,8,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
588,Core i5 6600,GTX 750,3,0,0,14,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
589,Core i5 6600,GTX 750 Ti,3,0,0,13,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
590,Core i5 6600,GTX 950,3,0,0,12,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
591,Core i5 6600,GTX 1050,3,0,0,12,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
592,Core i5 6600,GTX 1050 Ti,3,0,0,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
593,Core i5 6600,GTX 960,3,0,0,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
594,Core i5 6600,GTX 970,3,0,0,10,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
595,Core i5 6600,GTX 1060 3GB,2,0,0,10,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
596,Core i5 6600,GTX 1060 6GB,2,0,0,10,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
597,Core i5 6600,GTX 980,2,0,0,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
598,Core i5 6600,GTX 980 Ti,2,0,0,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
599,Core i5 6600,GTX 1070,2,0,0,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
600,Core i5 6600,GTX 1080 ,2,0,0,8,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
601,Core i5 6600K,GTX 750,1,0,0,13,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
602,Core i5 6600K,GTX 750 Ti,2,0,0,12,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
603,Core i5 6600K,GTX 950,2,0,0,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
604,Core i5 6600K,GTX 1050,2,0,0,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
605,Core i5 6600K,GTX 1050 Ti,3,0,0,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
606,Core i5 6600K,GTX 960,3,0,0,11,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
607,Core i5 6600K,GTX 970,3,0,0,10,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
608,Core i5 6600K,GTX 1060 3GB,3,0,0,10,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
609,Core i5 6600K,GTX 1060 6GB,2,0,0,10,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
610,Core i5 6600K,GTX 980,2,0,0,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
611,Core i5 6600K,GTX 980 Ti,2,0,0,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
612,Core i5 6600K,GTX 1070,2,0,0,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
613,Core i5 6600K,GTX 1080 ,2,0,0,8,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
614,Core I7 6700,GTX 750,2,0,0,13,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
615,Core I7 6700,GTX 750 Ti,2,0,0,12,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
616,Core I7 6700,GTX 950,2,0,0,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
617,Core I7 6700,GTX 1050,2,0,0,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
618,Core I7 6700,GTX 1050 Ti,2,0,0,11,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
619,Core I7 6700,GTX 960,3,0,0,11,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
620,Core I7 6700,GTX 970,3,0,0,10,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
621,Core I7 6700,GTX 1060 3GB,3,0,0,9,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
622,Core I7 6700,GTX 1060 6GB,3,0,0,9,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
623,Core I7 6700,GTX 980,2,0,0,9,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
624,Core I7 6700,GTX 980 Ti,2,0,0,8,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
625,Core I7 6700,GTX 1070,2,0,0,8,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
626,Core I7 6700,GTX 1080 ,2,0,0,7,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
627,Core I7 6700K,GTX 750,2,0,0,14,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
628,Core I7 6700K,GTX 750 Ti,2,0,0,13,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
629,Core I7 6700K,GTX 950,2,0,0,12,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
630,Core I7 6700K,GTX 1050,2,0,0,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
631,Core I7 6700K,GTX 1050 Ti,2,0,0,10,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
632,Core I7 6700K,GTX 960,2,0,0,10,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
633,Core I7 6700K,GTX 970,3,0,0,9,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
634,Core I7 6700K,GTX 1060 3GB,3,0,0,9,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
635,Core I7 6700K,GTX 1060 6GB,3,0,0,8,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
636,Core I7 6700K,GTX 980,3,0,0,8,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
637,Core I7 6700K,GTX 980 Ti,3,0,0,8,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
638,Core I7 6700K,GTX 1070,3,0,0,7,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
639,Core I7 6700K,GTX 1080 ,3,0,0,7,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
